6,1,1,3,0,0,female,germany,train
3,0,1,2,1,1,male,the-netherlands,train
5,0,0,1,0,0,female,spain,train
4,0,1,1,0,0,female,italy,train
4,0,1,0,0,0,female,italy,train
4,1,0,3,1,0,female,germany,train
4,0,0,1,0,0,male,germany,train
6,1,0,1,0,0,female,germany,train
4,0,1,1,0,1,male,germany,train
5,1,1,0,0,0,male,germany,train
2,0,1,2,0,0,female,russia,train
2,0,0,0,0,0,male,germany,train
0,1,0,0,0,0,female,italy,train
2,0,1,1,0,0,female,new-delhi,train
3,0,1,4,0,0,male,poland,train
7,1,0,3,0,0,male,portugal,train
8,0,0,0,0,0,female,russia,train
4,0,0,3,0,0,male,germany,train
1,1,2,0,0,0,male,iran,train
5,0,2,3,0,0,male,portugal,train
1,0,1,1,0,1,female,portugal,train
5,1,1,2,0,0,male,the-netherlands,train
3,0,0,1,1,0,female,germany,train
0,0,1,4,0,0,female,new-delhi,train
3,0,0,3,0,0,female,poland,train
8,0,0,4,0,0,male,the-netherlands,train
4,0,0,2,1,0,female,new-delhi,train
3,2,0,5,0,1,female,the-netherlands,train
1,0,0,0,0,1,male,the-netherlands,train
2,0,2,3,0,0,female,the-netherlands,train
5,1,0,3,0,1,female,germany,train
0,1,1,2,0,0,female,italy,train
0,0,1,0,0,0,female,iran,train
6,1,0,2,0,0,female,germany,train
3,0,1,0,0,0,male,russia,train
6,0,1,1,0,0,female,poland,train
5,1,1,2,0,0,female,the-netherlands,train
10,1,1,1,0,0,female,germany,train
5,0,2,1,0,0,male,russia,train
3,0,1,3,0,0,female,germany,train
1,0,1,0,0,0,male,the-netherlands,train
7,0,1,2,0,0,male,poland,train
3,0,1,2,0,1,male,germany,train
8,0,0,3,0,1,male,the-netherlands,train
3,0,0,1,0,0,male,the-netherlands,train
3,2,2,4,1,0,female,iran,train
2,1,0,4,0,0,female,spain,train
3,0,1,3,0,0,male,the-netherlands,train
4,0,0,3,0,0,male,poland,train
4,1,1,1,1,0,female,germany,train
0,0,0,2,0,0,male,the-netherlands,train
4,1,3,0,0,1,female,russia,train
2,1,3,3,0,0,male,new-delhi,train
3,0,1,1,0,0,female,spain,train
0,0,1,3,0,0,male,russia,train
4,1,2,1,0,0,female,spain,train
4,0,1,0,0,0,female,spain,train
6,0,1,0,0,0,male,germany,train
2,2,1,0,0,0,male,poland,train
1,1,1,4,0,0,male,the-netherlands,train
5,1,1,2,0,0,female,germany,train
3,0,0,3,3,0,male,portugal,train
1,0,2,1,1,0,male,the-netherlands,train
7,1,1,1,0,1,male,poland,train
7,0,0,2,0,0,male,germany,train
1,1,2,1,0,0,male,the-netherlands,train
1,2,1,2,0,1,male,germany,train
1,1,2,3,0,0,female,poland,train
5,0,2,1,0,0,male,new-delhi,train
1,0,1,2,0,0,male,new-delhi,train
1,0,1,3,0,1,female,portugal,train
3,1,0,0,0,0,male,new-delhi,train
2,0,0,3,0,0,male,portugal,train
1,1,1,0,0,0,female,new-delhi,train
6,0,2,0,0,0,female,the-netherlands,train
1,0,0,1,0,0,female,poland,train
3,0,0,1,0,0,male,germany,train
3,0,1,5,0,0,male,portugal,train
1,0,1,2,0,0,female,spain,train
3,1,1,0,0,0,female,germany,train
8,0,0,1,0,0,female,germany,train
1,1,4,1,0,0,male,the-netherlands,train
0,0,0,3,0,0,male,the-netherlands,train
2,0,0,1,0,0,male,new-delhi,train
3,0,1,0,0,0,male,germany,train
7,1,1,1,0,0,female,germany,train
7,0,0,2,0,1,male,poland,train
2,0,1,1,0,0,male,italy,train
4,0,1,1,0,0,female,new-delhi,train
5,1,0,3,0,0,male,poland,train
6,0,2,0,0,0,male,the-netherlands,train
2,1,1,2,0,0,female,portugal,train
4,0,0,0,0,0,male,iran,train
5,0,1,4,0,0,female,poland,train
5,0,1,1,0,0,male,germany,train
6,0,1,3,0,0,male,the-netherlands,train
5,2,0,1,0,0,male,the-netherlands,train
7,0,1,0,0,1,male,the-netherlands,train
6,0,0,2,0,1,male,iran,train
3,0,0,0,0,1,male,the-netherlands,train
6,0,0,1,0,2,male,germany,train
2,0,1,2,0,0,male,portugal,train
6,0,0,0,0,0,male,iran,train
2,0,0,1,0,0,male,russia,train
3,1,0,0,0,0,male,germany,train
3,1,0,3,1,0,male,the-netherlands,train
4,0,1,3,0,0,male,the-netherlands,train
6,0,1,1,1,1,male,germany,train
3,2,2,2,1,0,male,russia,train
4,0,1,2,0,0,female,the-netherlands,train
3,0,0,1,0,0,female,russia,train
5,0,1,2,0,0,female,poland,train
3,0,0,0,1,1,male,the-netherlands,train
5,0,0,2,0,0,female,new-delhi,train
0,0,1,1,0,0,male,portugal,train
3,0,0,1,0,0,male,new-delhi,train
1,0,0,0,0,0,female,russia,train
5,0,1,3,0,1,female,the-netherlands,train
2,0,0,0,0,0,male,germany,train
3,0,3,0,0,1,male,russia,train
6,1,0,1,0,0,male,the-netherlands,train
5,0,3,2,0,1,female,portugal,train
4,0,0,0,0,0,male,poland,train
8,0,1,0,0,0,male,portugal,train
5,0,1,0,0,0,male,portugal,train
2,0,0,1,0,0,male,the-netherlands,train
2,0,1,2,0,0,female,new-delhi,train
2,0,0,1,0,2,female,spain,train
9,0,2,0,0,0,male,iran,train
0,1,3,0,0,0,male,the-netherlands,train
3,0,2,1,0,0,male,germany,train
6,1,1,2,0,0,female,iran,train
3,2,1,1,0,0,female,new-delhi,train
1,0,0,2,0,0,male,poland,train
3,0,0,4,0,0,male,the-netherlands,train
5,0,2,0,1,0,female,new-delhi,train
2,1,1,1,0,0,female,the-netherlands,train
3,0,1,1,0,0,male,the-netherlands,train
3,0,0,2,0,0,female,germany,train
2,2,1,2,0,0,male,the-netherlands,train
3,0,3,1,0,0,female,poland,train
7,0,0,1,1,0,male,germany,train
2,2,0,2,0,1,male,germany,train
2,2,0,2,0,0,female,poland,train
1,0,1,0,0,0,male,germany,train
2,0,1,2,0,1,male,the-netherlands,train
3,1,0,0,0,0,male,new-delhi,train
4,0,1,1,0,0,female,poland,train
6,0,0,2,0,0,male,poland,train
3,1,0,1,0,0,female,spain,train
0,0,0,3,0,1,male,germany,train
3,0,1,1,0,0,male,the-netherlands,train
7,1,0,3,0,0,female,germany,train
2,1,2,0,0,0,male,poland,train
5,0,1,0,1,1,male,poland,train
3,0,1,0,2,0,female,germany,train
7,1,0,1,0,1,male,the-netherlands,train
5,2,0,1,0,1,female,poland,train
3,2,1,2,0,0,male,poland,train
4,0,1,5,0,0,female,spain,train
3,0,2,0,0,0,male,poland,train
0,0,2,4,0,1,male,new-delhi,train
4,1,1,1,0,0,male,the-netherlands,train
6,0,1,2,0,1,female,russia,train
3,0,1,4,0,1,male,russia,train
1,2,2,2,0,0,female,germany,train
2,0,1,2,0,0,female,italy,train
8,0,0,1,0,0,male,poland,train
2,0,0,1,0,0,male,iran,train
3,0,2,7,0,1,male,italy,train
0,2,1,1,0,1,female,new-delhi,train
3,0,2,1,0,0,male,poland,train
3,0,1,2,0,0,female,spain,train
6,0,0,1,0,0,female,germany,train
8,0,1,3,0,0,female,the-netherlands,train
4,2,0,0,1,0,female,germany,train
3,0,1,1,0,0,female,iran,train
6,1,1,2,0,0,male,new-delhi,train
2,0,1,2,0,0,male,poland,train
1,0,3,3,0,0,male,germany,train
0,0,1,3,0,0,male,germany,train
5,1,0,5,0,0,male,germany,train
3,1,0,3,0,0,male,the-netherlands,train
6,0,2,1,0,1,female,germany,train
2,1,0,1,0,0,female,italy,train
6,3,0,0,0,1,female,new-delhi,train
0,0,1,2,0,0,male,the-netherlands,train
1,0,2,1,0,0,female,germany,train
0,1,0,0,0,0,female,italy,train
4,0,2,4,0,0,male,germany,train
5,0,1,3,0,0,male,the-netherlands,train
4,0,1,2,0,0,female,spain,train
2,0,1,1,1,1,male,poland,train
3,1,0,0,0,0,male,poland,train
2,0,1,2,0,1,female,italy,train
3,0,2,1,0,0,male,the-netherlands,train
1,0,3,2,0,0,male,germany,train
1,0,4,0,0,0,male,poland,train
7,0,2,2,0,1,male,the-netherlands,train
6,0,0,3,0,0,female,germany,train
7,1,3,0,0,0,male,the-netherlands,train
6,0,3,0,0,0,male,the-netherlands,train
5,1,0,2,0,0,male,the-netherlands,train
3,1,1,1,0,1,male,russia,train
4,1,1,1,0,0,female,germany,train
5,0,0,1,0,0,female,spain,train
1,0,0,0,0,0,female,germany,train
7,0,0,1,0,0,male,poland,train
3,0,1,4,0,0,male,spain,train
9,0,0,2,0,2,male,portugal,train
3,0,1,1,0,0,male,poland,train
3,0,2,1,1,0,male,the-netherlands,train
4,2,0,0,1,1,male,germany,train
10,1,0,2,0,0,male,russia,train
5,0,0,0,0,1,male,the-netherlands,train
1,0,2,5,0,0,male,the-netherlands,train
1,0,3,0,0,0,male,the-netherlands,train
2,0,0,0,0,1,female,italy,train
4,0,1,1,0,1,male,poland,train
2,0,0,4,0,0,male,germany,train
1,0,0,3,0,0,male,spain,train
2,0,2,2,0,2,male,italy,train
3,0,0,2,0,0,female,russia,train
4,1,2,0,0,0,female,germany,train
4,0,1,1,0,0,male,germany,train
2,2,2,0,0,0,female,germany,train
9,0,1,2,0,0,male,the-netherlands,train
2,1,3,3,0,1,female,germany,train
2,0,1,2,0,0,male,germany,train
3,0,1,1,0,0,male,the-netherlands,train
2,2,1,1,0,0,female,germany,train
3,0,0,0,0,0,female,spain,train
2,0,1,3,0,0,male,germany,train
4,0,0,6,0,0,male,poland,train
5,0,1,0,0,0,female,portugal,train
7,0,0,3,1,0,male,poland,train
4,0,2,0,0,0,female,russia,train
0,0,1,4,0,1,female,new-delhi,train
2,1,0,1,0,0,female,new-delhi,train
5,0,0,2,0,0,female,italy,train
7,0,0,1,0,0,male,poland,train
7,0,0,0,0,0,male,the-netherlands,train
1,0,1,1,0,3,male,poland,train
2,1,1,0,0,0,female,poland,train
5,0,0,1,0,0,male,the-netherlands,train
8,1,0,1,0,1,male,russia,train
4,0,0,3,1,0,male,poland,train
1,0,1,1,0,0,male,russia,train
2,0,2,4,0,1,female,iran,train
0,0,4,3,0,0,female,germany,train
9,0,0,1,0,0,male,russia,train
4,0,0,0,0,1,male,poland,train
1,0,4,0,0,0,female,germany,train
1,2,0,2,1,0,female,germany,train
6,0,4,1,0,0,female,the-netherlands,train
4,1,1,1,0,1,male,poland,train
6,2,0,1,0,0,female,iran,train
2,0,2,1,0,0,male,russia,train
1,1,1,3,0,0,male,the-netherlands,train
2,0,0,1,0,0,male,the-netherlands,train
1,0,3,0,0,0,female,poland,train
1,1,2,2,0,0,female,germany,train
3,0,0,1,1,1,male,iran,train
0,0,1,1,1,0,female,the-netherlands,train
7,2,0,1,0,0,male,new-delhi,train
1,1,2,1,0,1,male,poland,train
7,0,1,0,0,0,female,iran,train
1,1,1,4,0,0,female,germany,train
4,1,0,0,0,0,male,poland,train
3,0,0,3,0,0,female,portugal,train
8,1,0,1,0,0,male,portugal,train
3,1,1,4,0,0,female,spain,train
8,1,0,0,0,1,male,germany,train
3,0,0,1,0,0,male,russia,train
3,2,0,0,0,0,male,the-netherlands,train
2,1,1,1,0,0,male,germany,train
16,0,1,0,0,0,male,germany,train
4,0,1,4,0,0,female,iran,train
2,0,1,2,0,0,male,germany,train
2,1,1,0,0,1,male,the-netherlands,train
5,0,0,2,0,0,male,the-netherlands,train
5,0,1,1,0,0,female,spain,train
2,0,2,3,0,0,female,portugal,train
4,0,1,1,0,0,male,germany,train
5,0,1,0,0,0,male,poland,train
3,0,0,2,0,0,female,germany,train
6,0,0,0,0,0,male,italy,train
3,0,2,1,0,1,female,italy,train
2,0,0,0,1,0,female,the-netherlands,train
4,0,3,1,0,0,male,poland,train
4,0,2,0,1,1,male,the-netherlands,train
1,0,2,3,0,0,female,new-delhi,train
1,0,1,0,0,1,male,poland,train
1,0,1,2,0,0,female,new-delhi,train
2,1,0,2,0,0,male,portugal,train
1,0,0,4,0,0,male,the-netherlands,train
11,0,1,1,0,0,female,germany,train
2,0,2,1,0,0,female,spain,train
5,2,1,1,0,0,male,poland,train
4,1,3,0,0,0,female,germany,train
1,1,0,2,0,0,male,portugal,train
1,0,0,0,0,0,male,the-netherlands,train
3,0,3,1,0,0,male,germany,train
3,0,2,2,0,0,male,germany,train
1,0,2,0,0,0,female,spain,train
4,2,1,0,0,0,female,germany,train
3,1,0,0,0,0,male,poland,train
8,0,2,0,0,0,female,the-netherlands,train
2,0,1,2,0,0,male,the-netherlands,train
1,0,1,3,0,0,female,germany,train
4,0,1,2,0,1,female,poland,train
5,0,2,0,0,0,female,germany,train
7,0,0,3,0,0,female,the-netherlands,train
1,3,0,1,0,0,male,germany,train
3,0,2,1,0,0,male,poland,train
1,0,0,1,0,0,male,the-netherlands,train
3,1,0,0,0,0,male,poland,train
12,0,1,1,0,0,female,iran,train
3,0,1,2,0,0,male,the-netherlands,train
0,0,1,1,0,0,female,germany,train
1,1,2,3,1,0,male,the-netherlands,train
2,0,0,2,0,0,male,the-netherlands,train
5,0,1,3,0,0,female,portugal,train
4,1,1,0,0,0,male,new-delhi,train
1,0,1,2,0,1,male,the-netherlands,train
6,0,2,4,0,0,male,germany,train
2,0,0,0,0,0,female,germany,train
4,1,0,2,0,0,male,the-netherlands,train
7,0,1,2,0,0,male,germany,train
0,0,0,3,0,0,female,germany,train
5,0,1,0,0,1,male,the-netherlands,train
6,2,1,1,0,0,male,germany,train
4,0,0,1,1,2,female,iran,train
5,0,1,1,0,0,male,germany,train
5,0,1,3,0,0,female,germany,train
3,2,0,0,0,0,male,germany,train
4,0,0,6,0,0,female,germany,train
10,0,0,0,0,0,male,germany,train
4,1,1,1,0,0,male,germany,train
0,0,1,3,0,0,male,italy,train
2,0,1,1,0,0,male,spain,train
6,0,0,3,0,0,male,the-netherlands,train
3,1,4,1,1,0,male,germany,train
3,0,1,1,0,0,female,the-netherlands,train
3,0,2,2,0,0,male,the-netherlands,train
4,2,1,2,0,0,male,poland,train
1,0,1,7,0,0,male,germany,train
4,0,0,0,0,0,female,spain,train
7,0,1,1,0,0,male,germany,train
6,1,0,2,0,0,male,portugal,train
7,0,1,1,0,0,male,the-netherlands,train
6,0,0,2,0,0,female,germany,train
10,0,1,1,0,0,male,the-netherlands,train
4,0,1,5,0,0,female,iran,train
3,1,1,1,0,0,female,poland,train
0,0,1,0,0,0,female,italy,train
0,0,1,1,0,0,male,the-netherlands,train
5,1,1,1,0,0,male,italy,train
2,0,0,3,0,1,female,iran,train
2,1,1,0,0,0,male,the-netherlands,train
4,0,1,0,0,0,female,russia,train
8,1,0,0,0,0,female,iran,train
2,0,1,0,0,0,male,the-netherlands,train
7,0,1,1,0,0,female,poland,train
3,0,2,1,0,0,male,new-delhi,train
3,0,1,2,2,0,male,poland,train
4,0,0,1,0,0,male,germany,train
5,0,0,1,0,0,male,portugal,train
1,0,0,0,0,0,male,italy,train
1,1,0,1,0,0,male,germany,train
3,0,0,1,0,0,male,the-netherlands,train
2,0,1,3,0,2,male,italy,train
5,0,2,1,0,0,male,poland,train
1,0,0,1,1,4,male,germany,train
3,0,1,1,0,1,female,germany,train
9,0,1,1,0,0,male,the-netherlands,train
6,0,0,3,0,0,female,spain,train
2,0,1,0,2,0,female,germany,train
1,0,0,5,0,0,male,spain,train
3,0,2,1,0,0,male,the-netherlands,train
4,0,1,2,0,0,male,iran,train
7,0,0,1,0,0,female,italy,train
5,1,1,1,0,0,female,italy,train
7,0,0,1,0,0,female,the-netherlands,train
7,2,1,1,0,0,male,germany,train
3,0,0,2,0,0,female,new-delhi,train
3,0,2,0,0,1,female,new-delhi,train
1,0,1,2,0,0,male,germany,train
6,0,0,1,0,0,male,italy,train
4,0,2,0,0,1,male,italy,train
4,0,1,0,0,0,male,italy,train
3,0,2,2,0,0,male,germany,train
3,0,1,1,0,0,male,the-netherlands,train
3,0,0,1,0,0,male,germany,train
4,0,4,2,0,0,male,germany,train
2,1,0,4,0,0,female,italy,train
6,1,0,1,0,0,male,germany,train
6,0,0,2,0,1,female,iran,train
5,0,0,2,0,0,male,the-netherlands,train
5,1,2,2,0,0,male,germany,train
5,1,0,2,0,0,female,iran,train
12,0,0,0,1,0,male,iran,train
3,2,2,2,0,0,male,the-netherlands,train
4,0,0,0,0,0,male,poland,train
8,0,0,1,0,1,female,germany,train
0,0,0,0,0,0,male,spain,train
5,0,2,2,0,0,male,germany,train
0,3,3,0,0,0,male,germany,train
4,0,1,2,0,0,female,the-netherlands,train
6,0,1,0,0,0,male,the-netherlands,train
2,0,0,3,0,0,male,germany,train
5,0,1,2,0,0,male,germany,train
4,0,1,3,0,0,female,portugal,train
5,0,2,2,0,0,male,germany,train
4,1,1,2,0,0,female,iran,train
1,1,0,3,0,0,male,the-netherlands,train
5,0,0,0,0,0,male,iran,train
2,0,0,1,0,0,female,spain,train
5,1,0,0,0,0,female,russia,train
3,1,0,2,0,1,male,germany,train
3,0,1,3,0,0,female,germany,train
3,2,0,1,0,0,female,germany,train
3,1,1,0,0,0,female,spain,train
6,1,1,0,0,0,female,russia,train
4,0,3,2,0,0,male,spain,train
2,0,2,2,0,1,female,the-netherlands,train
4,0,2,3,0,0,female,germany,train
5,0,0,2,0,0,female,iran,train
5,0,0,2,0,0,female,the-netherlands,train
3,0,0,0,0,0,male,germany,train
1,0,1,4,0,0,female,germany,train
6,0,2,2,1,0,female,poland,train
5,1,0,0,0,0,male,the-netherlands,train
2,0,2,0,0,0,male,italy,train
7,1,0,1,0,0,male,iran,train
3,0,1,1,0,0,male,russia,train
5,1,0,0,0,0,male,germany,train
1,0,0,3,0,0,male,russia,train
8,0,0,4,0,0,male,germany,train
1,1,1,1,0,0,female,poland,train
6,2,2,3,0,0,female,portugal,train
2,0,1,1,0,0,female,the-netherlands,train
4,0,1,0,0,0,male,poland,train
2,0,4,1,0,1,female,poland,train
7,1,1,2,0,1,male,portugal,train
2,0,0,2,0,0,male,the-netherlands,train
4,0,0,0,0,1,female,spain,train
2,0,0,1,0,0,male,russia,train
13,0,1,1,0,2,female,germany,train
1,1,1,1,0,0,female,germany,train
2,0,0,3,0,0,male,poland,train
7,0,0,1,0,0,male,germany,train
6,0,1,3,0,0,female,portugal,train
4,0,0,5,0,0,male,the-netherlands,train
4,0,1,1,0,0,female,germany,train
10,0,0,0,0,0,male,iran,train
4,1,1,0,0,0,male,germany,train
0,0,2,1,0,1,male,germany,train
6,0,2,3,0,0,male,poland,train
4,1,0,1,0,1,male,portugal,train
1,0,1,1,0,0,female,russia,train
8,0,0,2,0,0,male,the-netherlands,train
2,0,1,1,0,0,male,italy,train
9,0,2,2,0,0,female,iran,train
1,0,0,3,0,0,male,germany,train
5,0,0,2,0,0,male,iran,train
0,0,2,2,0,0,male,germany,train
8,0,1,1,0,0,female,iran,train
5,1,0,1,0,0,male,the-netherlands,train
4,0,0,1,1,2,male,iran,train
2,0,2,3,0,0,female,italy,train
5,0,1,0,0,0,male,the-netherlands,train
5,0,2,3,0,1,male,poland,train
6,2,0,2,0,0,male,portugal,train
5,0,0,3,0,0,female,portugal,train
6,0,0,4,0,0,female,iran,train
4,1,2,1,0,0,male,russia,train
2,0,1,6,0,0,male,poland,train
4,1,1,1,0,0,female,iran,train
6,1,0,2,1,0,male,germany,train
10,0,1,2,0,0,male,the-netherlands,train
2,0,0,2,0,0,male,poland,train
6,0,1,1,0,1,female,the-netherlands,train
5,1,2,2,0,1,male,germany,train
4,0,2,4,0,0,female,the-netherlands,train
5,0,1,1,0,0,male,new-delhi,train
6,1,0,0,0,0,female,germany,train
6,0,1,1,0,0,male,germany,train
3,0,1,0,0,0,male,russia,train
3,0,2,2,0,0,female,new-delhi,train
1,0,1,0,0,1,male,poland,train
5,0,2,2,0,0,female,iran,train
10,0,1,1,0,1,female,portugal,train
3,0,0,0,0,0,female,iran,train
2,2,2,1,0,0,male,germany,train
4,0,2,2,0,0,female,russia,train
4,0,0,2,0,0,male,the-netherlands,train
1,0,2,2,0,0,female,germany,train
1,1,1,3,0,0,female,the-netherlands,train
3,0,0,1,0,2,male,russia,train
4,1,1,3,0,0,female,the-netherlands,train
4,0,1,0,0,0,female,the-netherlands,train
6,1,1,0,0,0,male,poland,train
2,1,1,3,1,0,male,italy,train
1,0,1,3,0,0,female,russia,train
3,0,0,4,0,0,male,italy,train
2,0,0,2,1,0,female,spain,train
0,0,2,5,0,0,male,the-netherlands,train
5,1,0,3,0,0,male,the-netherlands,train
0,0,0,0,0,0,male,poland,train
6,0,2,0,0,0,female,the-netherlands,train
2,0,3,1,0,0,male,the-netherlands,train
5,0,0,3,0,0,male,the-netherlands,train
2,0,3,0,0,0,male,the-netherlands,train
0,0,0,2,0,0,female,new-delhi,train
6,0,0,3,0,0,female,iran,train
1,1,1,0,0,0,male,spain,train
2,0,3,1,0,0,female,germany,train
3,0,3,1,0,0,male,the-netherlands,train
3,0,1,0,0,0,female,iran,train
2,1,0,2,0,0,female,germany,train
8,1,0,2,0,0,female,spain,train
1,1,2,2,0,0,male,the-netherlands,train
0,0,0,3,0,0,male,the-netherlands,train
2,0,0,0,1,1,female,italy,train
5,0,0,1,1,1,female,spain,train
2,0,1,1,0,0,female,iran,train
4,0,1,2,0,0,female,iran,train
7,0,1,0,0,0,female,iran,train
4,0,2,3,0,0,male,portugal,train
5,0,3,4,0,0,male,poland,train
3,0,1,3,0,0,female,the-netherlands,train
3,0,0,4,0,1,male,germany,train
3,1,2,1,0,1,male,the-netherlands,train
6,1,1,3,0,0,female,portugal,train
3,0,2,1,0,0,male,the-netherlands,train
8,0,0,1,0,0,male,poland,train
4,0,2,0,0,1,male,germany,train
5,0,0,1,0,0,male,germany,train
6,0,0,1,0,0,female,the-netherlands,train
7,0,0,4,0,0,male,portugal,train
8,1,0,2,0,0,male,the-netherlands,train
4,0,1,2,0,0,male,the-netherlands,train
1,0,0,0,0,0,male,poland,train
2,0,2,1,0,0,female,germany,train
1,0,2,1,0,0,male,russia,train
8,0,1,0,0,0,male,spain,train
1,1,2,2,0,0,female,the-netherlands,train
5,0,0,1,0,0,female,the-netherlands,train
6,0,2,2,0,0,male,poland,train
6,0,0,0,0,0,female,russia,train
10,0,1,1,0,0,female,iran,train
0,0,0,1,0,1,female,new-delhi,train
2,0,1,2,0,0,male,the-netherlands,train
8,0,2,2,0,0,male,germany,train
2,0,1,1,0,0,male,germany,train
7,1,1,1,0,0,male,the-netherlands,train
7,0,1,2,0,0,male,germany,train
0,1,3,2,0,1,female,poland,train
4,1,0,1,1,0,female,the-netherlands,train
3,0,1,2,0,1,male,new-delhi,train
2,0,1,2,0,1,male,italy,train
5,1,0,3,0,0,male,new-delhi,train
0,0,0,1,0,0,female,poland,train
4,0,1,2,0,0,female,russia,train
3,1,1,0,1,0,female,germany,train
3,1,2,0,0,0,male,germany,train
3,0,0,0,0,0,male,new-delhi,train
2,2,3,0,0,0,male,poland,train
1,0,1,3,0,0,female,spain,train
6,0,1,5,0,0,male,germany,train
4,0,0,1,0,0,female,the-netherlands,train
9,1,1,0,0,1,female,russia,train
4,0,0,2,0,0,female,spain,train
6,0,2,0,0,1,male,italy,train
0,0,3,1,0,0,female,italy,train
3,0,1,2,0,0,male,the-netherlands,train
7,1,1,0,0,0,male,the-netherlands,train
2,0,1,2,0,2,male,the-netherlands,train
5,0,0,1,1,0,female,germany,train
3,0,3,0,0,0,male,the-netherlands,train
3,0,0,3,0,0,male,new-delhi,train
3,1,1,2,0,0,female,poland,train
5,2,1,0,0,1,male,portugal,train
